"Type","Incentive","Game","Description","Amount","Goal"
"1 - Bid option","Sizzel","Final Fantasy VI","","$335.0","(None)"
"1 - Bid option","VoHiYo","Final Fantasy VI","","$156.0","(None)"
"1 - Bid option","borg.","Final Fantasy VI","","$110.0","(None)"
"1 - Bid option","Gaia","Final Fantasy VI","","$55.0","(None)"
"1 - Bid option","Monika","Final Fantasy VI","","$55.0","(None)"
"1 - Bid option","Serah","Final Fantasy VI","","$50.0","(None)"
"1 - Bid option","Alayan","Final Fantasy VI","","$36.0","(None)"
"1 - Bid option","Firma","Final Fantasy VI","","$25.0","(None)"
"0 - Bid War","Umaro&#39;s Name","Final Fantasy VI","Choose the name given to Umaro for the Final Fantasy VI run. 6 character limit.","$22,361.63","(None)"
"1 - Bid option","Yetee","Final Fantasy VI","","$21,420.0","(None)"
"1 - Bid option","REEEEE","Final Fantasy VI","","$275.0","(None)"
"1 - Bid option","Bro","Final Fantasy VI","","$175.0","(None)"
"1 - Bid option","Squach","Final Fantasy VI","","$150.0","(None)"
"1 - Bid option","Sbarro","Final Fantasy VI","","$90.0","(None)"
"1 - Bid option","RedKah","Final Fantasy VI","","$70.0","(None)"
"1 - Bid option","Sassy","Final Fantasy VI","","$50.0","(None)"
"1 - Bid option","dwncis","Final Fantasy VI","","$40.0","(None)"
"1 - Bid option","Chrig","Final Fantasy VI","","$25.0","(None)"
"1 - Bid option","Lanky","Final Fantasy VI","","$19.0","(None)"
"1 - Bid option","SHORE","Final Fantasy VI","","$15.0","(None)"
"1 - Bid option","isPJ","Final Fantasy VI","","$11.6","(None)"
"1 - Bid option","BarryS","Final Fantasy VI","","$11.0","(None)"
"1 - Bid option","Cornie","Final Fantasy VI","","$5.0","(None)"
"1 - Bid option","Juhyo","Final Fantasy VI","","$5.0","(None)"
"0 - Donation Goal","Upgrade to 100%","Final Fantasy VI","If met, we will change the Final Fantasy VI category to Glitchless 100% (All Characters &amp; Espers).","$101,062.97","$100,000.00"
